"Hanley Hills","MO","Stillwater","1937","63114","63","0","Full","1.00","158","St Louis","Central-Electric","158","Cash","0","Gas","GSTL","37900.00","","Private","20000.00","8/26/2011 12:00:00 AM","20000.00","Cash, Conventional, FHA","Sold","9/2/2011 12:00:00 AM","2.00","2/28/2011 12:00:00 AM"
"St Louis","MO","Lyndhurst","2622","63114","99","0","Full, Partially Finished","2.00","40","St Louis","Central-Electric","40","Cash","2","Gas","GSTL","29900.00","","Bank","20000.00","10/28/2011 12:00:00 AM","20000.00","Cash, Conventional","Sold","11/1/2011 12:00:00 AM","3.00","9/13/2011 12:00:00 AM"
"Hanley Hills","MO","Stillwater","2025","63114","63","0","Full, Rec/Family Area","1.00","8","St Louis","Central-Electric","8","Cash","1","Gas","GSTL","22000.00","","Bank","20000.00","11/16/2011 12:00:00 AM","20000.00","Cash, Conventional","Sold","11/18/2011 12:00:00 AM","2.00","10/15/2011 12:00:00 AM"
"Hanley Hills","MO","Madison","7838","63133","62","0","Full","1.00","126","St Louis","3 Plus Window/Wall, Ceiling Fan","126","Conventional","0","Gas","GSTL","29900.00","","Private","20000.00","4/27/2012 12:00:00 AM","20000.00","Cash, Conventional","Sold","5/2/2012 8:50:49 AM","3.00","10/27/2011 12:00:00 AM"
"St Louis","MO","Vinita","1956","63114","64","","","1.00","10","St Louis","Central-Electric","10","Conventional","1","Gas","GSTL","18000.00","","Bank","20651.00","5/4/2012 12:00:00 AM","20651.00","Cash, Conventional","Sold","5/8/2012 5:54:19 PM","2.00","3/25/2012 12:00:00 AM"
"St Louis","MO","Hanley","3336","63121","85","0","Full","1.00","23","St Louis","Central-Electric","23","Cash","0","Gas","GSTL","24900.00","","Bank","21000.00","12/2/2011 12:00:00 AM","21000.00","Cash, Conventional","Sold","12/6/2011 12:00:00 AM","2.00","10/10/2011 12:00:00 AM"
"St Louis","MO","Bloom","8101","63114","63","0","Full","1.00","38","St Louis","Central-Electric","38","Cash","1","Gas","GSTL","25000.00","","Government","22607.00","11/3/2011 12:00:00 AM","22607.00","Cash, Conventional, FHA","Sold","11/7/2011 12:00:00 AM","2.00","8/13/2011 12:00:00 AM"
"St Louis","MO","Atwater","2215","63121","58","0","Full","2.00","70","St Louis","None","70","Cash","1","Gas","GSTL","29900.00","","Bank","23000.00","2/28/2012 12:00:00 AM","23000.00","Cash, Conventional","Sold","3/2/2012 1:30:03 PM","4.00","11/11/2011 12:00:00 AM"
"St Louis","MO","Leadale","7541","63121","59","","None","2.00","1","St Louis","Central-Electric","1","Cash","1","Gas","GSTL","25000.00","","Bank","25199.00","6/7/2012 12:00:00 AM","25199.00","Cash, Conventional","Sold","6/8/2012 7:34:15 AM","4.00","4/4/2012 12:00:00 AM"
"St Louis","MO","Underhill","7713","63133","62","0","Bathroom in LL, Full","2.00","12","St Louis","Other","12","Cash","0","Gas","GSTL","17600.00","","Bank","26000.00","11/23/2011 12:00:00 AM","26000.00","Cash, Conventional","Sold","11/30/2011 12:00:00 AM","2.00","10/31/2011 12:00:00 AM"
"St Louis","MO","Monroe","8382","63114","65","","","1.00","31","St Louis","Central-Electric","31","Cash","0","Gas","GSTL","20500.00","","Government","26000.00","5/14/2012 12:00:00 AM","26000.00","Cash, Conventional","Sold","5/15/2012 3:14:24 PM","2.00","3/9/2012 12:00:00 AM"
"St Louis","MO","Stillwater","1945","63114","63","","Full","1.00","8","St Louis","Central-Electric","8","Cash","0","Gas","GSTL","20000.00","","Bank","26000.00","4/27/2012 12:00:00 AM","26000.00","Cash, Conventional","Sold","4/30/2012 4:10:39 PM","3.00","4/4/2012 12:00:00 AM"
"Hanley Hills","MO","Stillwater","1952","63114","63","0","Full, Partially Finished","1.00","6","St Louis","Central-Electric","6","Cash","1","Gas","GSTL","34750.00","","Private","27500.00","10/6/2011 12:00:00 AM","27500.00","Cash, Conventional, FHA","Sold","10/9/2011 12:00:00 AM","3.00","9/30/2011 12:00:00 AM"
"St Louis","MO","Albin","8109","63114","45","","Full","1.00","24","St Louis","Ceiling Fan, Central-Electric","24","Cash","1","Gas","GSTL","24000.00","","Bank","27500.00","4/9/2012 12:00:00 AM","27500.00","Cash, Conventional, Other","Sold","4/9/2012 1:35:03 PM","3.00","2/24/2012 12:00:00 AM"
"St Louis","MO","Alger","2941","63121","6","0","Full, Sump Pit/Pump","2.00","20","St Louis","Central-Electric","20","Cash","2","Gas","GSTL","26000.00","","Government","28100.00","12/15/2011 12:00:00 AM","28100.00","Cash, Conventional, FHA","Sold","12/19/2011 12:00:00 AM","3.00","11/9/2011 12:00:00 AM"
"St Louis","MO","Leadale","7463","63121","79","0","Full, Partially Finished, Rec/Family Area, Sump Pit/Pump","2.00","180","St Louis","Central-Electric","180","Cash","1","Gas","GSTL","38600.00","","Government","30000.00","8/26/2011 12:00:00 AM","30000.00","Cash, Conventional","Sold","8/31/2011 12:00:00 AM","3.00","11/29/2010 12:00:00 AM"
"St Louis","MO","Chadwick","2865","63121","63","0","Rec/Family Area, Sleeping Area","2.00","16","St Louis","Attic Fan, Central-Electric","16","Cash","1","Gas","GSTL","29900.00","","Bank","30000.00","1/3/2012 12:00:00 AM","30000.00","Cash, Conventional","Sold","1/5/2012 12:00:00 AM","2.00","11/21/2011 12:00:00 AM"
"Hanley Hills","MO","Vinita","1936","63114","64","0","8 ft + pour, Sleeping Area","1.00","0","St Louis","Central-Electric","0","Cash","0","Gas","GSTL","30000.00","","Private","30000.00","6/19/2012 12:00:00 AM","30000.00","Cash","Sold","6/20/2012 1:27:22 PM","1.00","5/26/2012 12:00:00 AM"
"St Louis","MO","Hillsdale","7456","63121","55","0","Full","2.00","38","St Louis","Central-Electric","38","Cash","2","Gas","GSTL","27900.00","","Bank","30100.00","10/21/2011 12:00:00 AM","30100.00","Cash, Conventional","Sold","11/15/2011 12:00:00 AM","3.00","8/2/2011 12:00:00 AM"
"St John","MO","Saint Charles Rock","8141","63114","83","0","Bathroom in LL, Concrete Block, Full, Partially Finished, Rec/Family Area","1.00","181","St Louis","Central-Electric","181","Cash","0","Gas","GSTL","35000.00","","Private","31800.00","2/28/2012 12:00:00 AM","31800.00","Cash, Conventional, RRM/ARM, VA","Sold","2/29/2012 2:46:55 PM","2.00","9/1/2011 12:00:00 AM"
"St Louis","MO","Marillac","7525","63121","52","0","Full","2.00","14","St Louis","Central-Electric","14","Cash","0","Gas","GSTL","26730.00","","Bank","34250.00","7/26/2011 12:00:00 AM","34250.00","Cash, Conventional","Sold","7/27/2011 12:00:00 AM","4.00","6/13/2011 12:00:00 AM"
"St Louis","MO","Athens","2937","63121","7","","Full","2.00","13","St Louis","Central-Electric","13","Cash","2","Gas","GSTL","30000.00","","Bank","40100.00","4/17/2012 12:00:00 AM","40100.00","Cash, Conventional, Other","Sold","4/18/2012 1:56:07 PM","3.00","3/6/2012 12:00:00 AM"
"St Louis","MO","Wheaton","2714","63114","52","0","Bathroom in LL, Full, Partially Finished, Rec/Family Area, Sleeping Area, Walk-Out","2.00","134","St Louis","Ceiling Fan, Central-Electric","134","Seller Assist","0","Gas","GSTL","49900.00","","Private","41000.00","2/24/2012 12:00:00 AM","41000.00","2nd Available, Cash, Conventional, FHA, Lease Option, Lease Purchase, Owner May Finance, Seller May Pay SmCls, Specl Fincg Call Agt, VA","Sold","2/27/2012 9:45:22 AM","2.00","9/28/2011 12:00:00 AM"
"St Louis","MO","Normandy","2426","63121","58","0","Partial","3.00","16","St Louis","Central-Electric","16","Conventional","2","Gas","GSTL","40000.00","","Bank","42199.00","1/20/2012 12:00:00 AM","42199.00","Cash, Conventional","Sold","1/20/2012 7:31:05 AM","3.00","11/21/2011 12:00:00 AM"
"St Louis","MO","North And South","2344","63114","102","0","Bathroom in LL, Fireplace in LL, Full, Partially Finished, Rec/Family Area, Walk-Out","2.00","26","St Louis","Central-Electric","26","Conventional","2","Gas","GSTL","65000.00","","Private","46377.00","8/29/2011 12:00:00 AM","46377.00","Cash, Conventional","Sold","8/30/2011 12:00:00 AM","4.00","6/16/2011 12:00:00 AM"
"Greendale","MO","Hillsdale","7436","63121","69","","Bathroom in LL, Full","2.00","28","St Louis","Ceiling Fan, Central-Electric","28","Cash","1","Gas","GSTL","63000.00","","Bank","50500.00","6/28/2012 12:00:00 AM","50500.00","Cash, Conventional","Sold","6/28/2012 6:10:22 PM","2.00","5/11/2012 12:00:00 AM"
"Normandy","MO","Audrain","8054","63121","71","0","Full, Poured Concrete","2.00","124","St Louis","Central-Electric","124","Cash","2","Gas","GSTL","69900.00","","Bank","55000.00","6/6/2012 12:00:00 AM","55000.00","Cash, Conventional","Sold","6/8/2012 3:13:03 PM","3.00","11/15/2011 12:00:00 AM"
"St Louis","MO","Lyndhurst","2614","63114","95","0","Full, Walk-Out","2.00","368","St Louis","None","368","FHA","0","Gas","GSTL","69500.00","","Private","56000.00","11/17/2011 12:00:00 AM","56000.00","Cash, Conventional, FHA, VA","Sold","11/17/2011 12:00:00 AM","4.00","7/19/2010 12:00:00 AM"
"St Louis","MO","Ridgeview","3020","63121","71","","Full","2.00","62","St Louis","Central-Electric","62","Cash","1","Gas","GSTL","59000.00","","Bank","60199.00","4/5/2012 12:00:00 AM","60199.00","Cash, Conventional","Sold","5/2/2012 4:18:23 PM","4.00","1/23/2012 12:00:00 AM"
"Vinita Park","MO","Monroe","8237","63114","88","0","Bathroom in LL, Full, Partially Finished, Walk-Out","2.00","122","St Louis","Central-Electric","0","Other","1","Gas","GSTL","69500.00","","Private","62000.00","2/16/2012 12:00:00 AM","62000.00","Cash, Conventional, FHA, VA","Sold","2/16/2012 9:29:15 AM","3.00","2/14/2012 12:00:00 AM"
"Greendale","MO","Hillsdale","7520","63121","70","0","Full","2.00","176","St Louis","Attic Fan, Ceiling Fan, Central-Electric","176","VA","1","Gas","GSTL","89900.00","","Private","74900.00","6/27/2012 12:00:00 AM","74900.00","Cash, Conventional, FHA, Seller May Pay SmCls, VA","Sold","6/29/2012 10:34:37 AM","4.00","11/10/2011 12:00:00 AM"
"Greendale","MO","Leadale","7508","63121","64","0","Full","2.00","147","St Louis","Central-Electric","147","FHA","1","Gas","GSTL","77900.00","","Private","77400.00","9/12/2011 12:00:00 AM","77400.00","Cash, Conventional, FHA, VA","Sold","9/22/2011 12:00:00 AM","3.00","4/8/2011 12:00:00 AM"
"Greendale","MO","Hillsdale","7537","63121","64","0","Full","1.00","241","St Louis","Central-Electric","241","FHA","1","Gas","GSTL","94900.00","","Private","90000.00","8/12/2011 12:00:00 AM","90000.00","Cash, Conventional, FHA, VA","Sold","8/16/2011 12:00:00 AM","2.00","10/15/2010 12:00:00 AM"
"St Louis","MO","Audrain","8014","63121","63","","Full, Partially Finished, Poured Concrete, Rec/Family Area","2.00","22","St Louis","Attic Fan, Ceiling Fan, Central-Electric","22","Other","2","Gas","GSTL","100000.00","","Private","95000.00","5/30/2012 12:00:00 AM","95000.00","Cash, Conventional, FHA, VA","Sold","5/30/2012 10:47:40 AM","3.00","3/28/2012 12:00:00 AM"
"Bel-nor","MO","Clearview","2955","63121","71","0","Full, Storage/Locker, Walk-Out","2.00","9","St Louis","Ceiling Fan, Central-Electric","9","Cash","2","Gas","GSTL","117000.00","CAPE COD","Private","117000.00","10/14/2011 12:00:00 AM","117000.00","Cash, Conventional, FHA, Government, VA","Sold","10/14/2011 12:00:00 AM","3.00","9/22/2011 12:00:00 AM"
"Normandy","MO","Moniteau","2907","63121","76","0","Full, Partially Finished, Rec/Family Area, Walk-Out","2.00","180","St Louis","Ceiling Fan, Central-Electric","51","FHA","4","Gas","GSTL","170000.00","","Private","139000.00","12/2/2011 12:00:00 AM","139000.00","Cash, Conventional, FHA, Private, RRM/ARM, VA","Sold","12/13/2011 12:00:00 AM","3.00","9/6/2011 12:00:00 AM"
"Greendale","MO","Normandy","2350","63121","81","0","Partially Finished, Sleeping Area, Walk-Out","2.00","140","St Louis","Central-Electric","140","FHA","2","Gas","GSTL","150000.00","","Private","140000.00","10/27/2011 12:00:00 AM","140000.00","Cash, Conventional, FHA, VA","Sold","10/28/2011 12:00:00 AM","3.00","5/6/2011 12:00:00 AM"
