"City","State","Street_Name","Street_Number","Zip_Code","Age","ASOC","BSMT","Bathrooms","CDOM","County","COOL","DOM","Financing","GRG_No","HETS","MLS","Listing_Price","MODL","Ownership","Search_Price","Selling_Date","Selling_Price","TERM","Status","Status_Date","Bedrooms","Listing_Date" 
"St Ann","MO","Elsa","3631","63074","91","0","Partial","1.00","218","St Louis","Central-Electric","218","Cash","1","Gas","GSTL","19900.00","","Bank","16000.00","3/13/2012 12:00:00 AM","16000.00","Cash, Conventional","Sold","3/21/2012 12:03:01 AM","2.00","6/19/2011 12:00:00 AM"
"St John","MO","Engler","8404","63114","61","0","Slab","1.00","164","St Louis","Central-Electric","52","Cash","0","Gas","GSTL","16900.00","","Bank","16000.00","1/9/2012 12:00:00 AM","16000.00","Cash, Conventional, FHA","Sold","1/9/2012 12:00:00 AM","3.00","10/7/2011 12:00:00 AM"
"St John","MO","Crocus","8720","63114","1925","","","1.00","91","St Louis","Central-Electric","91","Cash","0","Gas","GSTL","17500.00","","Bank","16000.00","6/20/2012 12:00:00 AM","16000.00","Cash, Conventional","Sold","6/25/2012 2:50:00 PM","2.00","2/23/2012 12:00:00 AM"
"St John","MO","Marvin","3614","63114","81","0","Full","1.00","12","St Louis","None","12","Cash","2","Gas","GSTL","17300.00","","Government","16400.00","11/9/2011 12:00:00 AM","16400.00","Cash, Other","Sold","11/10/2011 12:00:00 AM","2.00","7/27/2011 12:00:00 AM"
"St Louis","MO","Harold","9178","63134","58","","Slab","1.00","11","St Louis","None","11","Cash","0","Gas","GSTL","17200.00","","Bank","16500.00","4/17/2012 12:00:00 AM","16500.00","Cash","Sold","4/24/2012 5:37:55 PM","2.00","3/7/2012 12:00:00 AM"
"St Louis","MO","Harold","9171","63134","58","0","None, Slab","1.00","102","St Louis","Other","102","Cash","0","Other","GSTL","14900.00","","Bank","16600.00","5/10/2012 12:00:00 AM","16600.00","Cash","Sold","5/11/2012 9:56:52 AM","2.00","1/5/2012 12:00:00 AM"
"St Louis","MO","Mckibbon","3551","63114","64","0","Space/Crawl or Other, Slab","1.00","88","St Louis","Central-Electric","88","Cash","1","Gas","GSTL","18000.00","","Bank","16700.00","7/13/2011 12:00:00 AM","16700.00","Cash, Conventional","Sold","7/14/2011 12:00:00 AM","2.00","3/24/2011 12:00:00 AM"
"St Louis","MO","Joel","3533","63114","58","0","Full","1.00","186","St Louis","Central-Electric","186","Cash","0","Gas","GSTL","18000.00","","Government","17050.00","10/18/2011 12:00:00 AM","17050.00","Cash, Conventional, FHA, Government","Sold","11/2/2011 12:00:00 AM","2.00","12/15/2010 12:00:00 AM"
"St Louis","MO","Hilleman","2907","63114","76","0","Full, Sleeping Area","2.00","24","St Louis","Other","24","Cash","0","Gas","GSTL","19300.00","","Bank","17800.00","7/28/2011 12:00:00 AM","17800.00","Cash","Sold","7/28/2011 12:00:00 AM","2.00","6/16/2011 12:00:00 AM"
"St Louis","MO","Calvert","3706","63114","82","","Full","1.00","14","St Louis","Central-Electric","14","Cash","1","Gas","GSTL","19000.00","","Government","18250.00","5/7/2012 12:00:00 AM","18250.00","Cash, Conventional","Sold","5/7/2012 4:43:08 PM","2.00","2/28/2012 12:00:00 AM"
"St John","MO","Mckibbon","3342","63114","65","0","Full, Walk-Out","1.00","103","St Louis","Central-Electric","103","Conventional","0","Gas","GSTL","24900.00","","Bank","18500.00","11/21/2011 12:00:00 AM","18500.00","Cash, Conventional","Sold","11/28/2011 12:00:00 AM","3.00","7/18/2011 12:00:00 AM"
"St John","MO","Brown","3733","63114","83","0","Partial","2.00","31","St Louis","Central-Electric","31","Cash","2","Gas","GSTL","19000.00","","Private","19000.00","1/23/2012 12:00:00 AM","19000.00","Cash, Conventional","Sold","1/27/2012 11:31:16 AM","4.00","11/28/2011 12:00:00 AM"
"St Louis","MO","Central","9213","63114","87","","Full","1.00","14","St Louis","Other","14","Cash","0","Other","GSTL","18800.00","","Government","19000.00","6/14/2012 12:00:00 AM","19000.00","Cash, Conventional","Sold","6/14/2012 2:16:47 PM","2.00","5/15/2012 12:00:00 AM"
"St John","MO","Walton","2989","63114","89","0","Full, Sleeping Area","2.00","31","St Louis","Central-Electric","31","Cash","1","Gas","GSTL","21900.00","","Government","19500.00","1/6/2012 12:00:00 AM","19500.00","Cash, Conventional, Other","Sold","1/9/2012 12:00:00 AM","4.00","11/11/2011 12:00:00 AM"
"St Ann","MO","Ashby","4544","63074","60","","None","1.00","22","St Louis","Central-Electric","22","Cash","1","Gas","GSTL","19900.00","","Government","19900.00","4/27/2012 12:00:00 AM","19900.00","Cash, Conventional","Sold","4/28/2012 10:55:28 AM","3.00","4/6/2012 12:00:00 AM"
"St John","MO","North","9437","63114","78","0","Full, Walk-Out","1.00","54","St Louis","Central-Electric","54","Cash","1","Gas","GSTL","35000.00","","Bank","20000.00","7/14/2011 12:00:00 AM","20000.00","Cash, Conventional","Sold","7/15/2011 12:00:00 AM","3.00","4/28/2011 12:00:00 AM"
"St Louis","MO","MARSHALL","3325","63114","65","0","Full","2.00","134","St Louis","Central-Electric","56","Cash","5","Gas","GSTL","22500.00","","Bank","20000.00","1/31/2012 12:00:00 AM","20000.00","Cash, Conventional","Sold","2/3/2012 11:47:41 AM","3.00","11/17/2011 12:00:00 AM"
"Woodson Terrace","MO","Corregidor","9528","63134","69","0","Concrete Block","1.00","0","St Louis","Central-Electric","0","Cash","0","Gas","GSTL","20000.00","","Private","20000.00","12/9/2011 12:00:00 AM","20000.00","Cash","Sold","12/9/2011 12:00:00 AM","2.00","11/20/2011 12:00:00 AM"
"St Louis","MO","Hilleman","2971","63114","67","","Bathroom in LL, Full","2.00","7","St Louis","Central-Electric","7","Cash","0","Gas","GSTL","17500.00","","Bank","20000.00","3/29/2012 12:00:00 AM","20000.00","Cash","Sold","3/29/2012 9:53:19 AM","3.00","2/21/2012 12:00:00 AM"
"St Louis","MO","Lindscott","4435","63134","59","0","Full","1.00","11","St Louis","Central-Electric","11","Cash","2","Gas","GSTL","19500.00","","Bank","20700.00","9/15/2011 12:00:00 AM","20700.00","Cash","Sold","9/16/2011 12:00:00 AM","2.00","8/19/2011 12:00:00 AM"
"St John","MO","Ritenour","8","63114","74","0","Full","1.00","20","St Louis","Central-Electric","20","Cash","1","Gas","GSTL","23500.00","","Government","21000.00","2/10/2012 12:00:00 AM","21000.00","Cash, Conventional","Sold","2/10/2012 10:25:27 AM","3.00","12/30/2011 12:00:00 AM"
"St Louis","MO","Boswell","4433","63134","60","","Full","1.00","31","St Louis","Other","31","Cash","0","Other","GSTL","21800.00","","Bank","21000.00","6/26/2012 12:00:00 AM","21000.00","Cash, Conventional","Sold","6/27/2012 10:34:31 AM","2.00","5/4/2012 12:00:00 AM"
"St Louis","MO","Susan","8737","63114","74","0","Full, Partially Finished","1.00","36","St Louis","Central-Electric","36","Cash","0","Gas, Other","GSTL","20000.00","","Government","21600.00","8/19/2011 12:00:00 AM","21600.00","Cash, Conventional","Sold","8/24/2011 12:00:00 AM","2.00","7/14/2011 12:00:00 AM"
"St Louis","MO","Hilleman","2962","63114","70","0","Full, Partially Finished, Sump Pit/Pump","1.00","33","St Louis","Central-Electric","33","Cash","1","Gas","GSTL","21800.00","","Bank","21800.00","3/2/2012 12:00:00 AM","21800.00","Cash, Conventional","Sold","3/2/2012 3:42:48 PM","3.00","12/30/2011 12:00:00 AM"
"St Louis","MO","Edmundson","3667","63114","72","0","Concrete Block, Full","1.00","73","St Louis","Central-Electric","73","Cash","1","Gas","GSTL","27900.00","","Bank","22000.00","10/17/2011 12:00:00 AM","22000.00","Cash, Conventional","Sold","10/17/2011 12:00:00 AM","2.00","7/19/2011 12:00:00 AM"
"St Louis","MO","Susan","8717","63114","74","","Full","1.00","28","St Louis","1 Window/Wall","28","Cash","0","Other","GSTL","29900.00","","Private","22000.00","3/1/2012 12:00:00 AM","22000.00","Conventional","Sold","3/1/2012 3:37:33 PM","2.00","2/2/2012 12:00:00 AM"
"St Louis","MO","Rosemore","8911","63114","96","0","Full","1.00","8","St Louis","Central-Electric","8","Cash","0","Gas","GSTL","18000.00","","Bank","22050.00","12/26/2011 12:00:00 AM","22050.00","Cash, Conventional, RRM/ARM","Sold","1/3/2012 12:00:00 AM","2.00","11/30/2011 12:00:00 AM"
"St Louis","MO","Eminence","3430","63114","66","","Concrete Block, Rec/Family Area, Walk-Out","1.00","5","St Louis","Ceiling Fan, Central-Electric","5","Cash","1","Gas","GSTL","21000.00","","Government","22222.22","3/30/2012 12:00:00 AM","22222.22","Cash, Conventional","Sold","4/2/2012 12:36:14 PM","4.00","2/23/2012 12:00:00 AM"
"St Louis","MO","Harold","9719","63134","58","0","Full","1.00","102","St Louis","Central-Electric","102","Cash","0","Gas","GSTL","23000.00","","Bank","23000.00","9/13/2011 12:00:00 AM","23000.00","Cash, Conventional","Sold","9/19/2011 12:00:00 AM","3.00","5/11/2011 12:00:00 AM"
"Woodson Terrace","MO","Beauty","4104","63134","55","0","None, Slab","1.00","43","St Louis","Central-Electric, None","43","Cash","0","Gas","GSTL","27000.00","","Bank","23000.00","7/14/2011 12:00:00 AM","23000.00","Cash, Conventional","Sold","7/15/2011 12:00:00 AM","3.00","5/27/2011 12:00:00 AM"
"St Louis","MO","Marshall","3301","63114","85","0","Full","1.00","33","St Louis","Central-Electric","33","Cash","0","Gas","GSTL","26500.00","","Bank","23000.00","1/30/2012 12:00:00 AM","23000.00","Cash, Conventional","Sold","1/31/2012 3:30:18 PM","2.00","12/21/2011 12:00:00 AM"
"St Ann","MO","Isolda","3676","63074","38","0","8 ft + pour","2.00","68","St Louis","Central-Electric","68","Cash","0","Gas","GSTL","23000.00","","Government","23133.00","8/26/2011 12:00:00 AM","23133.00","Cash, Conventional, FHA","Sold","8/29/2011 12:00:00 AM","3.00","3/11/2011 12:00:00 AM"
"Woodson Terrace","MO","Kathlyn","9457","63134","69","0","Full","1.00","10","St Louis","Central-Electric","10","Cash","2","Gas","GSTL","20000.00","","Bank","23800.00","9/27/2011 12:00:00 AM","23800.00","Cash, Conventional","Sold","9/28/2011 12:00:00 AM","2.00","8/15/2011 12:00:00 AM"
"St Louis","MO","Corregidor","9253","63134","57","0","Slab","1.00","83","St Louis","Central-Electric","83","Cash","0","Gas","GSTL","24900.00","","Bank","24500.00","10/28/2011 12:00:00 AM","24500.00","Cash, Conventional","Sold","10/31/2011 12:00:00 AM","3.00","7/28/2011 12:00:00 AM"
"St Ann","MO","Wright","3952","63074","64","0","Full","2.00","206","St Louis","Other","206","Cash","2","Other","GSTL","29000.00","","Government","25000.00","9/30/2011 12:00:00 AM","25000.00","Cash, Conventional","Sold","10/10/2011 12:00:00 AM","3.00","2/17/2011 12:00:00 AM"
"St Ann","MO","Saint Gregory","3746","63074","63","0","Space/Crawl or Other","1.00","30","St Louis","Central-Electric","30","Cash","1","Gas","GSTL","30000.00","","Bank","25000.00","8/11/2011 12:00:00 AM","25000.00","Cash, Conventional, FHA","Sold","8/12/2011 12:00:00 AM","3.00","5/31/2011 12:00:00 AM"
"St Louis","MO","Susan","8709","63114","1937","","","1.00","121","St Louis","None","32","Cash","0","Gas","GSTL","26500.00","","Bank","25000.00","5/9/2012 12:00:00 AM","25000.00","Cash","Sold","5/11/2012 2:01:20 PM","2.00","3/1/2012 12:00:00 AM"
"St Louis","MO","Charlack","3518","63114","72","0","Full","1.00","131","St Louis","Central-Electric","25","Cash","1","Gas","GSTL","23000.00","","Government","25000.00","5/25/2012 12:00:00 AM","25000.00","Cash, Conventional, FHA","Sold","5/29/2012 11:54:17 AM","2.00","3/23/2012 12:00:00 AM"
"St Louis","MO","Marshall","3619","63114","73","0","Full, Partially Finished, Rec/Family Area, Walk-Out","1.00","22","St Louis","Central-Electric","22","Other","1","Gas","GSTL","29900.00","","Bank","25500.00","9/30/2011 12:00:00 AM","25500.00","Cash","Sold","10/3/2011 12:00:00 AM","2.00","8/22/2011 12:00:00 AM"
"Woodson Terrace","MO","Muriel","9403","63114","71","0","Full, Partially Finished, Sump Pit/Pump","1.00","196","St Louis","Central-Electric","138","Cash","2","Gas","GSTL","35000.00","","Private","25500.00","3/2/2012 12:00:00 AM","25500.00","Cash, Conventional, FHA, VA","Sold","3/5/2012 9:39:42 AM","1.00","10/5/2011 12:00:00 AM"
"St John","MO","Brown","3604","63114","74","0","Full","1.00","33","St Louis","None","33","Cash","0","Gas","GSTL","30800.00","","Government","26000.00","12/19/2011 12:00:00 AM","26000.00","Cash","Sold","12/21/2011 12:00:00 AM","3.00","10/29/2011 12:00:00 AM"
"St Louis","MO","Ridgeway","3010","63114","55","","Bathroom in LL, Fireplace in LL, Full, Walk-Out","2.00","11","St Louis","Central-Electric","11","Cash","2","Gas","GSTL","26000.00","","Bank","26000.00","5/18/2012 12:00:00 AM","26000.00","Cash, Conventional","Sold","5/21/2012 1:25:34 PM","2.00","4/13/2012 12:00:00 AM"
"St Louis","MO","Jonell","50","63114","68","0","Full","3.00","21","St Louis","Central-Electric","21","Cash","1","Gas","GSTL","22000.00","","Bank","26251.00","9/23/2011 12:00:00 AM","26251.00","Cash","Sold","9/26/2011 12:00:00 AM","4.00","8/18/2011 12:00:00 AM"
"St John","MO","Hilleman","2966","63114","70","0","Bathroom in LL, Partially Finished, Sleeping Area","2.00","70","St Louis","Central-Electric","70","Cash","1","Electric","GSTL","29900.00","","Bank","26500.00","11/17/2011 12:00:00 AM","26500.00","Cash, Conventional","Sold","11/18/2011 12:00:00 AM","2.00","8/29/2011 12:00:00 AM"
"St John","MO","Endicott","2907","63114","99","0","Full","2.00","124","St Louis","Central-Electric","124","Cash","2","Gas","GSTL","29900.00","","Bank","27000.00","12/23/2011 12:00:00 AM","27000.00","Cash, Conventional","Sold","12/27/2011 12:00:00 AM","3.00","4/21/2011 12:00:00 AM"
"St Louis","MO","Walton","2963","63114","47","0","Bathroom in LL, Full, Partially Finished, Walk-Out","3.00","34","St Louis","Central-Electric","34","Cash","0","Gas","GSTL","29900.00","","Private","27000.00","7/11/2011 12:00:00 AM","27000.00","Cash, Conventional","Sold","7/18/2011 12:00:00 AM","3.00","5/20/2011 12:00:00 AM"
"Woodson Terrace","MO","Kathlyn","9409","63134","69","0","Full, Partially Finished","2.00","21","St Louis","Central-Electric","21","Cash","1","Gas","GSTL","35900.00","","Bank","27200.00","7/11/2011 12:00:00 AM","27200.00","Cash, FHA, Other","Sold","7/12/2011 12:00:00 AM","3.00","5/31/2011 12:00:00 AM"
"St Louis","MO","Marshall","3676","63114","57","0","Full","1.00","114","St Louis","Central-Electric","114","Cash","0","Gas","GSTL","29900.00","","Bank","27310.00","1/19/2012 12:00:00 AM","27310.00","Cash, Conventional","Sold","1/23/2012 9:48:16 AM","3.00","7/5/2011 12:00:00 AM"
"Overland","MO","North","8746","63114","64","0","Full","1.00","7","St Louis","Central-Electric","7","Cash","1","Gas","GSTL","27500.00","","Bank","27500.00","9/21/2011 12:00:00 AM","27500.00","Cash, Conventional","Sold","9/21/2011 12:00:00 AM","2.00","5/11/2011 12:00:00 AM"
