"City","State","Street_Name","Street_Number","Zip_Code","Age","ASOC","BSMT","Bathrooms","CDOM","County","COOL","DOM","Financing","GRG_No","HETS","MLS","Listing_Price","MODL","Ownership","Search_Price","Selling_Date","Selling_Price","TERM","Status","Status_Date","Bedrooms","Listing_Date" 
"St John","MO","Walton","2829","63114","70","0","Full","1.00","9","St Louis","Central-Electric","9","Cash","1","Gas","GSTL","27500.00","","Bank","27500.00","9/7/2011 12:00:00 AM","27500.00","Cash, Conventional","Sold","9/7/2011 12:00:00 AM","2.00","8/10/2011 12:00:00 AM"
"St Louis","MO","Bobb","9109","63114","60","","Space/Crawl or Other","1.00","35","St Louis","Central-Electric","35","Conventional","2","Gas","GSTL","27900.00","","Private","27900.00","5/8/2012 12:00:00 AM","27900.00","Cash, Conventional, FHA, VA","Sold","5/9/2012 11:27:52 AM","2.00","2/3/2012 12:00:00 AM"
"St Louis","MO","Valleywood","3584","63114","54","0","Full","1.00","20","St Louis","Central-Electric","20","Cash","0","Gas","GSTL","28000.00","","Government","28000.00","12/16/2011 12:00:00 AM","28000.00","Cash, Conventional","Sold","12/19/2011 12:00:00 AM","2.00","10/4/2011 12:00:00 AM"
"St John","MO","Loyd","8551","63114","49","0","Bathroom in LL, 8 ft + pour, Full, Partially Finished, Walk-Out","2.00","46","St Louis","Central-Electric","46","Cash","0","Gas","GSTL","39900.00","","Private","28500.00","7/27/2011 12:00:00 AM","28500.00","Cash, Conventional","Sold","7/29/2011 12:00:00 AM","3.00","6/6/2011 12:00:00 AM"
"St Louis","MO","Ridgeway","3005","63114","62","0","Full","1.00","69","St Louis","Central-Gas","69","Cash","0","Gas","GSTL","35200.00","","Government","29000.00","12/7/2011 12:00:00 AM","29000.00","Cash, Conventional","Sold","12/9/2011 12:00:00 AM","3.00","8/18/2011 12:00:00 AM"
"Woodson Terrace","MO","Kathlyn","9416","63134","69","0","Bathroom in LL, 8 ft + pour, Partially Finished","2.00","34","St Louis","Central-Electric","34","Cash","1","Gas","GSTL","30000.00","","Private","30000.00","10/18/2011 12:00:00 AM","30000.00","Cash, Conventional, FHA, VA","Sold","10/26/2011 12:00:00 AM","2.00","9/12/2011 12:00:00 AM"
"St Louis","MO","Lilly Jean","9642","63134","54","0","8 ft + pour, Full","1.00","116","St Louis","Central-Electric","116","Cash","1","Gas","GSTL","35000.00","","Private","30000.00","2/15/2012 12:00:00 AM","30000.00","Cash, Conventional","Sold","2/15/2012 8:06:06 PM","2.00","10/20/2011 12:00:00 AM"
"St Louis","MO","Stansberry","9459","63134","54","0","None","1.00","68","St Louis","Other","68","Cash","0","Gas","GSTL","34900.00","","Bank","30000.00","3/14/2012 12:00:00 AM","30000.00","Cash, Conventional","Sold","3/14/2012 4:44:42 PM","3.00","12/8/2011 12:00:00 AM"
"Woodson Terrace","MO","Calvert","3708","63114","86","0","Concrete Block","1.00","123","St Louis","Central-Electric","123","Other","0","Gas","GSTL","29900.00","","Bank","30000.00","4/27/2012 12:00:00 AM","30000.00","Cash, Conventional, FHA","Sold","4/30/2012 1:18:53 PM","2.00","12/29/2011 12:00:00 AM"
"St John","MO","North","8570","63114","58","0","Full, Partially Finished, Sleeping Area","1.00","21","St Louis","Central-Electric","21","Cash","1","Gas","GSTL","30000.00","","Bank","30500.00","12/29/2011 12:00:00 AM","30500.00","Cash, Conventional","Sold","12/30/2011 12:00:00 AM","2.00","11/30/2011 12:00:00 AM"
"St Louis","MO","Mckibbon","3550","63114","58","","Full","1.00","14","St Louis","Central-Electric","14","Cash","2","Gas","GSTL","20500.00","","Bank","30500.00","4/20/2012 12:00:00 AM","30500.00","Cash, Conventional","Sold","4/23/2012 2:09:10 PM","3.00","3/15/2012 12:00:00 AM"
"St John","MO","Valleywood","3552","63114","53","0","Full, Partially Finished","2.00","49","St Louis","Central-Electric","49","Cash","0","Gas","GSTL","29900.00","","Bank","31900.00","7/25/2011 12:00:00 AM","31900.00","Cash, Conventional, Other","Sold","7/26/2011 12:00:00 AM","2.00","5/16/2011 12:00:00 AM"
"St Louis","MO","Mcnulty","8820","63114","53","0","Full","2.00","15","St Louis","Central-Electric","15","Cash","1","Gas","GSTL","35000.00","","Government","32000.00","10/27/2011 12:00:00 AM","32000.00","Cash, Conventional","Sold","10/31/2011 12:00:00 AM","3.00","8/26/2011 12:00:00 AM"
"Woodson Terrace","MO","Edmundson","3922","63134","64","0","Partially Finished, Rec/Family Area, Sleeping Area","1.00","157","St Louis","Central-Electric","157","Cash","1","Gas","GSTL","39900.00","","Bank","32500.00","3/8/2012 12:00:00 AM","32500.00","Cash, Conventional, Owner May Finance, Specl Fincg Call Agt","Sold","3/8/2012 5:33:48 PM","2.00","9/15/2011 12:00:00 AM"
"St Louis","MO","Mortimer","10580","63134","69","0","Full","1.00","1","St Louis","Central-Electric","1","Cash","1","Gas","GSTL","32500.00","","Bank","32500.00","12/15/2011 12:00:00 AM","32500.00","Cash, Conventional","Sold","12/22/2011 12:00:00 AM","3.00","11/20/2011 12:00:00 AM"
"St John","MO","Ridgeway","3018","63114","54","0","8 ft + pour, Full, Partially Finished, Rec/Family Area, Sleeping Area","1.00","810","St Louis","Ceiling Fan, Central-Electric","490","FHA","0","Gas","GSTL","45000.00","","Private","33000.00","9/12/2011 12:00:00 AM","33000.00","Cash, Conventional, FHA, Seller May Pay SmCls, VA","Sold","9/13/2011 12:00:00 AM","2.00","4/15/2010 12:00:00 AM"
"Woodson Terrace","MO","Guthrie","9860","63134","53","0","None, Slab","2.00","19","St Louis","Central-Electric","19","Cash","0","Gas","GSTL","34250.00","","Government","33000.00","8/26/2011 12:00:00 AM","33000.00","Cash, Conventional, Other","Sold","8/29/2011 12:00:00 AM","3.00","7/27/2011 12:00:00 AM"
"St John","MO","Pallardy","8913","63114","72","0","Full","1.00","139","St Louis","Central-Electric","139","Cash","1","Gas","GSTL","41800.00","","Bank","34000.00","3/21/2012 12:00:00 AM","34000.00","Cash, Conventional","Sold","3/27/2012 10:51:37 AM","2.00","10/7/2011 12:00:00 AM"
"St Louis","MO","Ardelia","8608","63114","57","","","1.00","22","St Louis","Other","22","Cash","0","Other","GSTL","35000.00","","Bank","34000.00","5/25/2012 12:00:00 AM","34000.00","Cash, Conventional","Sold","5/30/2012 11:57:44 AM","2.00","4/10/2012 12:00:00 AM"
"St Louis","MO","Boswell","4406","63134","60","","","1.00","10","St Louis","Central-Electric","10","Cash","1","Gas","GSTL","27500.00","","Government","34833.00","6/27/2012 12:00:00 AM","34833.00","Cash, Conventional","Sold","6/27/2012 3:44:25 PM","3.00","4/2/2012 12:00:00 AM"
"Woodson Terrace","MO","Harold","9722","63134","56","0","Full, Partially Finished, Poured Concrete","1.00","22","St Louis","Attic Fan, Ceiling Fan, Central-Electric","22","Cash","0","Gas","GSTL","39900.00","","Private","35000.00","8/12/2011 12:00:00 AM","35000.00","Cash, Conventional, RRM/ARM","Sold","8/14/2011 12:00:00 AM","3.00","5/9/2011 12:00:00 AM"
"Woodson Terrace","MO","Stansberry","9525","63134","54","0","None","1.00","6","St Louis","Central-Electric","6","Cash","0","Gas","GSTL","29900.00","","Bank","35000.00","3/16/2012 12:00:00 AM","35000.00","Cash, Conventional","Sold","3/19/2012 9:53:17 AM","3.00","2/16/2012 12:00:00 AM"
"Woodson Terrace","MO","Lambert","9500","63134","69","0","Full","1.00","21","St Louis","Other","21","Cash","1","Other","GSTL","30900.00","","Bank","35500.00","12/7/2011 12:00:00 AM","35500.00","Cash, Conventional","Sold","12/8/2011 12:00:00 AM","2.00","10/26/2011 12:00:00 AM"
"St Louis","MO","Eminence","3319","63114","60","","Full, Rec/Family Area, Walk-Out","2.00","18","St Louis","Central-Electric","18","Cash","2","Gas","GSTL","32400.00","","Bank","35600.00","6/14/2012 12:00:00 AM","35600.00","Cash, Conventional","Sold","6/15/2012 2:19:50 PM","4.00","4/6/2012 12:00:00 AM"
"St Louis","MO","Walton","2995","63114","45","0","Full, Partially Finished","1.00","150","St Louis","Central-Electric","150","Cash","0","Gas","GSTL","44900.00","","Owner by Contract","37000.00","10/19/2011 12:00:00 AM","37000.00","Cash, Conventional, Private, RRM/ARM","Sold","10/25/2011 12:00:00 AM","2.00","5/13/2011 12:00:00 AM"
"St Louis","MO","Margo Ann","9463","63134","56","0","None, Slab","1.00","40","St Louis","Central-Electric","40","Cash","1","Gas","GSTL","40000.00","","Government","37000.00","2/28/2012 12:00:00 AM","37000.00","Cash, Conventional","Sold","3/16/2012 12:49:31 PM","2.00","1/6/2012 12:00:00 AM"
"St Louis","MO","Mcnulty","8800","63114","53","0","Full","1.00","7","St Louis","Central-Electric","7","Cash","1","Gas","GSTL","29500.00","","Bank","37000.00","4/23/2012 12:00:00 AM","37000.00","Cash, Conventional","Sold","4/23/2012 2:58:41 PM","3.00","3/7/2012 12:00:00 AM"
"St Louis","MO","Eminence","3620","63114","71","0","Full, Partially Finished","1.00","79","St Louis","Central-Electric","79","Cash","1","Gas","GSTL","39900.00","","Bank","37905.00","11/22/2011 12:00:00 AM","37905.00","Cash","Sold","11/22/2011 12:00:00 AM","3.00","8/19/2011 12:00:00 AM"
"St John","MO","Endicott","3007","63114","82","0","Full","1.00","115","St Louis","Ceiling Fan, Central-Electric","115","Cash","2","Gas","GSTL","39900.00","","Private","40000.00","2/8/2012 12:00:00 AM","40000.00","Cash, Conventional, FHA, VA","Sold","2/9/2012 2:52:56 PM","2.00","10/10/2011 12:00:00 AM"
"St John","MO","Walton","2948","63114","65","0","Full","2.00","207","St Louis","Central-Electric","23","Conventional","2","Gas","GSTL","43000.00","","Government","40025.00","2/1/2012 12:00:00 AM","40025.00","Cash, Conventional, Other","Sold","2/1/2012 4:49:09 PM","3.00","11/28/2011 12:00:00 AM"
"St Louis","MO","Boswell","4405","63134","59","0","Full, Partially Finished","1.00","18","St Louis","Central-Electric","18","Cash","2","Gas","GSTL","39900.00","","Bank","40110.00","8/26/2011 12:00:00 AM","40110.00","Cash, Conventional, FHA, VA","Sold","9/1/2011 12:00:00 AM","3.00","7/22/2011 12:00:00 AM"
"Woodson Terrace","MO","Gedde","9203","63134","56","0","Partially Finished, Walk-Out","1.00","150","St Louis","Central-Electric","150","Cash","0","Gas","GSTL","45500.00","","Government","41145.00","10/13/2011 12:00:00 AM","41145.00","Cash, Conventional, FHA","Sold","10/13/2011 12:00:00 AM","3.00","4/12/2011 12:00:00 AM"
"St Louis","MO","Mckibbon","3679","63114","57","0","Full","2.00","56","St Louis","Central-Electric","56","Cash","2","Gas","GSTL","44900.00","","Bank","41500.00","2/14/2012 12:00:00 AM","41500.00","Cash, Conventional","Sold","2/15/2012 9:26:39 AM","3.00","12/5/2011 12:00:00 AM"
"Woodson Terrace","MO","Bataan","9523","63134","69","0","Concrete Block, Full, Sump Pit/Pump","1.00","176","St Louis","Ceiling Fan, Central-Electric","176","FHA","1","Gas","GSTL","39900.00","","Private","42000.00","9/21/2011 12:00:00 AM","42000.00","Cash, Conventional, FHA, VA","Sold","9/22/2011 12:00:00 AM","2.00","2/25/2011 12:00:00 AM"
"St Louis","MO","Guthrie","9712","63134","54","0","None, Slab","2.00","46","St Louis","Central-Electric","46","FHA","0","Gas","GSTL","29900.00","","Private","45600.00","5/23/2012 12:00:00 AM","45600.00","Cash, Conventional, FHA, Government","Sold","5/25/2012 11:07:38 AM","3.00","3/8/2012 12:00:00 AM"
"St Louis","MO","Roy","3555","63114","55","0","Full, Partially Finished","1.00","56","St Louis","Central-Electric","56","Cash","0","Gas","GSTL","40000.00","","Owner by Contract","46000.00","12/16/2011 12:00:00 AM","46000.00","Cash, Conventional","Sold","12/19/2011 12:00:00 AM","2.00","9/12/2011 12:00:00 AM"
"St Ann","MO","Camshire","10118","63074","41","0","Full","2.00","177","St Louis","Central-Gas","177","Cash","0","Gas","GSTL","57900.00","","Bank","48000.00","2/16/2012 12:00:00 AM","48000.00","Cash, Conventional","Sold","2/20/2012 3:58:34 PM","4.00","7/8/2011 12:00:00 AM"
"St John","MO","Debbie","8580","63114","58","","Full","1.00","75","St Louis","Ceiling Fan, Central-Electric","75","FHA","0","Gas","GSTL","49000.00","","Private","48500.00","5/25/2012 12:00:00 AM","48500.00","Cash, Conventional, FHA, VA","Sold","6/4/2012 8:54:43 AM","2.00","3/21/2012 12:00:00 AM"
"St Louis","MO","Corregidor","9818","63134","55","","Slab","2.00","24","St Louis","Ceiling Fan, Central-Electric","24","Conventional","0","Gas","GSTL","49900.00","","Private","49000.00","5/14/2012 12:00:00 AM","49000.00","Cash, Conventional, FHA, Government","Sold","5/14/2012 3:57:22 PM","2.00","3/12/2012 12:00:00 AM"
"St John","MO","Eminence","3644","63114","71","0","Full","1.00","235","St Louis","Central-Electric","137","Cash","1","Gas","GSTL","50000.00","","Private","49500.00","3/29/2012 12:00:00 AM","49500.00","Cash, Conventional, FHA","Sold","3/29/2012 11:35:26 AM","3.00","8/16/2011 12:00:00 AM"
"Woodson Terrace","MO","Harold","9832","63134","54","0","None, Slab","2.00","6","St Louis","Central-Electric","6","Other","0","Gas","GSTL","49900.00","","Private","49900.00","11/23/2011 12:00:00 AM","49900.00","Cash, Conventional, FHA","Sold","11/23/2011 12:00:00 AM","4.00","10/20/2011 12:00:00 AM"
"St John","MO","Rosalind","8423","63114","60","0","Slab","1.00","175","St Louis","Central-Electric","175","FHA","1","Gas","GSTL","50000.00","","Private","50000.00","11/29/2011 12:00:00 AM","50000.00","Conventional, FHA, VA","Sold","11/30/2011 12:00:00 AM","3.00","4/14/2011 12:00:00 AM"
"St Louis","MO","Stansberry","9521","63134","54","0","None, Slab","1.00","103","St Louis","Other","103","Cash","0","Gas","GSTL","57000.00","","Private","50000.00","1/6/2012 12:00:00 AM","50000.00","Cash, Conventional, FHA, VA","Sold","1/6/2012 12:00:00 AM","3.00","9/8/2011 12:00:00 AM"
"St John","MO","Burdella","9414","63114","81","0","Bathroom in LL, Full, Walk-Out","2.00","264","St Louis","Central-Electric","61","Conventional","1","Gas","GSTL","55000.00","","Private","50500.00","11/9/2011 12:00:00 AM","50500.00","Cash, Conventional, FHA, VA","Sold","11/10/2011 12:00:00 AM","3.00","7/8/2011 12:00:00 AM"
"St Louis","MO","Marvin","3604","63114","63","0","Full","1.00","11","St Louis","Central-Electric","11","Conventional","0","Gas","GSTL","53000.00","","Private","52000.00","9/27/2011 12:00:00 AM","52000.00","Cash, Conventional, FHA, RRM/ARM, VA","Sold","9/27/2011 12:00:00 AM","3.00","5/25/2011 12:00:00 AM"
"St John","MO","Patrick","9057","63114","69","0","Full, Walk-Out","2.00","96","St Louis","Other","96","Other","1","Other","GSTL","51500.00","","Government","52101.00","6/30/2011 12:00:00 AM","52101.00","Cash, Conventional","Sold","7/5/2011 12:00:00 AM","4.00","3/15/2011 12:00:00 AM"
"St Ann","MO","Little Flower","10308","63074","57","0","Full, Partially Finished, Rec/Family Area","2.00","35","St Louis","Central-Electric","35","Conventional","2","Gas","GSTL","56000.00","","Government","52420.00","3/23/2012 12:00:00 AM","52420.00","Cash, Conventional","Sold","3/28/2012 11:29:24 AM","3.00","12/14/2011 12:00:00 AM"
"St John","MO","Boswell","3565","63114","68","0","Full, Partially Finished, Rec/Family Area, Walk-Out","1.00","177","St Louis","Ceiling Fan, Central-Electric","177","FHA","0","Gas","GSTL","59500.00","","Private","53000.00","2/17/2012 12:00:00 AM","53000.00","Cash, Conventional, FHA, Government, VA","Sold","2/17/2012 4:47:38 PM","2.00","8/2/2011 12:00:00 AM"
"St Louis","MO","Engler","8643","63114","32","0","Bathroom in LL, Rec/Family Area","3.00","82","St Louis","Other","82","Cash","2","Gas","GSTL","58050.00","","Bank","53699.00","2/10/2012 12:00:00 AM","53699.00","Cash, Conventional","Sold","2/10/2012 5:21:59 PM","3.00","10/13/2011 12:00:00 AM"
"St John","MO","Marshall","3672","63114","52","0","Full, Sump Pit/Pump","2.00","406","St Louis","Attic Fan, Ceiling Fan, Central-Electric","406","FHA","0","Gas","GSTL","53700.00","","Private","53700.00","1/31/2012 12:00:00 AM","53700.00","Cash, Conventional, FHA, Private, RRM/ARM, Seller May Pay SmCls, VA","Sold","2/1/2012 2:10:57 PM","3.00","10/22/2010 12:00:00 AM"
"Woodson Terrace","MO","Bataan","9306","63134","64","0","Full, Partially Finished, Sleeping Area","1.00","217","St Louis","Ceiling Fan, Central-Gas","217","Conventional","1","Gas","GSTL","53000.00","","Private","54000.00","8/15/2011 12:00:00 AM","54000.00","Cash, Conventional, FHA, Government, VA","Sold","8/17/2011 12:00:00 AM","3.00","1/7/2011 12:00:00 AM"
"St Louis","MO","Winn","9810","63134","54","0","None, Slab","2.00","58","St Louis","Attic Fan, Ceiling Fan, Central-Electric","58","FHA","1","Gas","GSTL","54000.00","","Private","54000.00","9/14/2011 12:00:00 AM","54000.00","Cash, Conventional, FHA, VA","Sold","9/15/2011 12:00:00 AM","3.00","3/19/2011 12:00:00 AM"
"St Ann","MO","Fairway","3900","63074","49","0","Full, Rec/Family Area, Walk-Out","2.00","321","St Louis","Central-Electric","32","FHA","0","Gas","GSTL","54900.00","","Private","54000.00","11/8/2011 12:00:00 AM","54000.00","Cash, Conventional, FHA, VA","Sold","11/10/2011 12:00:00 AM","2.00","10/6/2011 12:00:00 AM"
"Woodson Terrace","MO","Lilly Jean","9700","63134","63","0","Bathroom in LL, 8 ft + pour, Full, Partially Finished, Rec/Family Area, Storage/Locker","1.00","41","St Louis","Attic Fan, Central-Electric","41","Conventional","2","Gas","GSTL","54900.00","","Private","54900.00","11/18/2011 12:00:00 AM","54900.00","Cash, Conventional, FHA, VA","Sold","11/18/2011 12:00:00 AM","2.00","9/13/2011 12:00:00 AM"
"St Louis","MO","Harold","9701","63134","53","0","Full, Partially Finished, Poured Concrete, Rec/Family Area, Sleeping Area","1.00","139","St Louis","Ceiling Fan, Central-Electric","139","Cash","0","Gas","GSTL","60000.00","","Private","55000.00","4/18/2012 12:00:00 AM","55000.00","Cash, Conventional","Sold","4/25/2012 11:22:59 AM","4.00","12/1/2011 12:00:00 AM"
"St John","MO","Jonell","14","63114","68","0","Full, Rec/Family Area","1.00","299","St Louis","Central-Electric","299","FHA","0","Gas","GSTL","57495.00","","Private","55500.00","2/13/2012 12:00:00 AM","55500.00","Cash, Conventional, FHA, RRM/ARM, Seller May Pay SmCls, VA","Sold","2/13/2012 10:34:27 AM","2.00","4/4/2011 12:00:00 AM"
"St Louis","MO","Loyd","8551","63114","49","0","Bathroom in LL, Full, Rec/Family Area, Walk-Out","3.00","71","St Louis","Ceiling Fan, Central-Electric","71","Conventional","0","Gas","GSTL","59000.00","","Private","56900.00","2/15/2012 12:00:00 AM","56900.00","Cash, Conventional, FHA, VA","Sold","2/16/2012 7:15:46 AM","3.00","10/18/2011 12:00:00 AM"
"Woodson Terrace","MO","Corregidor","9813","63134","55","0","Slab","2.00","31","St Louis","Ceiling Fan, Central-Electric","31","Cash","0","Gas","GSTL","69900.00","","Private","58000.00","3/23/2012 12:00:00 AM","58000.00","Cash, Conventional, FHA, Government, VA","Sold","3/23/2012 11:51:42 AM","3.00","2/2/2012 12:00:00 AM"
"St Louis","MO","Boswell","3640","63114","61","","Full, Sump Pit/Pump","2.00","73","St Louis","Ceiling Fan, Central-Electric","73","FHA","0","Gas","GSTL","65000.00","","Private","59500.00","4/20/2012 12:00:00 AM","59500.00","Cash, Conventional, FHA, VA","Sold","4/21/2012 4:14:42 PM","3.00","1/20/2012 12:00:00 AM"
"St Louis","MO","Trefore","9531","63134","55","0","None","2.00","217","St Louis","Ceiling Fan, Central-Electric","127","Conventional","1","Gas","GSTL","67900.00","","Private","60000.00","1/19/2012 12:00:00 AM","60000.00","Cash, FHA, VA","Sold","1/20/2012 10:43:19 AM","3.00","8/15/2011 12:00:00 AM"
"St Louis","MO","Keats","3840","63134","55","","None","3.00","285","St Louis","Other","19","Cash","0","Other","GSTL","60000.00","","Government","60000.00","2/27/2012 12:00:00 AM","60000.00","Cash, Conventional","Sold","2/28/2012 8:25:24 AM","3.00","1/24/2012 12:00:00 AM"
"St John","MO","Calvert","3541","63114","80","0","Full","1.00","161","St Louis","Central-Electric","161","Other","0","Gas","GSTL","75000.00","","Private","69000.00","9/14/2011 12:00:00 AM","69000.00","Cash, Conventional, FHA, VA","Sold","9/15/2011 12:00:00 AM","3.00","3/31/2011 12:00:00 AM"
"St Louis","MO","Pallardy","8933","63114","71","0","8 ft + pour, Full","1.00","57","St Louis","Ceiling Fan, Central-Electric","57","Other","1","Gas","GSTL","79900.00","","Private","70000.00","8/15/2011 12:00:00 AM","70000.00","Cash, Conventional, FHA","Sold","8/16/2011 12:00:00 AM","2.00","5/18/2011 12:00:00 AM"
"St Ann","MO","Stephens","10004","63074","47","0","Full, Partially Finished, Rec/Family Area","2.00","133","St Louis","Central-Electric","133","Conventional","2","Gas","GSTL","73500.00","","Bank","73300.00","1/30/2012 12:00:00 AM","73300.00","Cash, Conventional, Owner May Finance","Sold","1/31/2012 12:59:57 PM","3.00","9/15/2011 12:00:00 AM"
"St Louis","MO","Marshall","3665","63114","24","0","Partial, Rec/Family Area","2.00","89","St Louis","Other","89","FHA","2","Other","GSTL","74900.00","","Bank","73500.00","3/2/2012 12:00:00 AM","73500.00","Cash, Conventional","Sold","3/6/2012 10:57:39 AM","3.00","12/7/2011 12:00:00 AM"
"Woodson Terrace","MO","Bataan","9562","63134","68","0","Full","1.00","296","St Louis","Central-Electric, 14 SEER+","296","FHA","1","Gas","GSTL","74000.00","","Private","74000.00","9/7/2011 12:00:00 AM","74000.00","Conventional, FHA, Specl Fincg Call Agt, VA","Sold","9/13/2011 12:00:00 AM","2.00","9/13/2010 12:00:00 AM"
"St Louis","MO","Charlack","3559","63114","56","0","Full, Partially Finished, Poured Concrete","2.00","123","St Louis","Ceiling Fan, Central-Electric","123","Other","1","Gas","GSTL","79900.00","","Private","74000.00","1/27/2012 12:00:00 AM","74000.00","Cash, Conventional","Sold","1/27/2012 2:25:17 PM","3.00","8/12/2011 12:00:00 AM"
"St John","MO","Ardelia","8637","63114","24","0","Bathroom in LL, Full, Rec/Family Area","2.00","37","St Louis","Ceiling Fan, Central-Electric","37","FHA","1","Gas","GSTL","75000.00","","Private","75000.00","7/15/2011 12:00:00 AM","75000.00","Cash, Conventional, FHA, VA","Sold","7/18/2011 12:00:00 AM","2.00","4/30/2011 12:00:00 AM"
