"City","State","Street_Name","Street_Number","Zip_Code","Age","ASOC","BSMT","Bathrooms","CDOM","County","COOL","DOM","Financing","GRG_No","HETS","MLS","Listing_Price","MODL","Ownership","Search_Price","Selling_Date","Selling_Price","TERM","Status","Status_Date","Bedrooms","Listing_Date" 
"St Louis","MO","Cornell","7732","63130","76","","Full, Partially Finished, Rec/Family Area, Stone/Rock","3.00","8","St Louis","Central-Electric","8","Conventional","2","Gas","GSTL","335000.00","","Private","330000.00","3/1/2012 12:00:00 AM","330000.00","Cash, Conventional","Sold","3/6/2012 12:27:14 PM","3.00","12/31/2011 12:00:00 AM"
"St Louis","MO","Washington","7137","63130","86","100","Full, Stone/Rock","2.00","57","St Louis","Central-Electric","57","Conventional","1","Gas","GSTL","349900.00","","Private","330000.00","5/8/2012 12:00:00 AM","330000.00","Cash, Conventional","Sold","5/9/2012 4:47:25 PM","4.00","1/31/2012 12:00:00 AM"
"University City","MO","Stanford","7616","63130","63","0","Bathroom in LL, 8 ft + pour, Fireplace in LL, Partially Finished, Rec/Family Area, Sump Pit/Pump","4.00","60","St Louis","Ceiling Fan, Central-Electric","60","Conventional","2","Gas","GSTL","349900.00","","Private","330000.00","5/18/2012 12:00:00 AM","330000.00","Cash, Conventional, FHA","Sold","5/20/2012 2:20:20 PM","3.00","3/4/2012 12:00:00 AM"
"University City","MO","Amherst","6920","63130","106","190","Full, Sump Pit/Pump","2.00","48","St Louis","Ceiling Fan, Central-Electric, Zoned","48","Cash","1","Gas","GSTL","349900.00","","Private","330000.00","6/20/2012 12:00:00 AM","330000.00","Cash, Conventional","Sold","6/20/2012 2:52:05 PM","4.00","4/2/2012 12:00:00 AM"
"University City","MO","Cornell","7100","63130","64","350","8 ft + pour, Fireplace in LL, Partially Finished","4.00","27","St Louis","Central-Electric","27","Conventional","2","Gas","GSTL","349900.00","","Private","333000.00","10/24/2011 12:00:00 AM","333000.00","Cash, Conventional, VA","Sold","10/25/2011 12:00:00 AM","4.00","9/15/2011 12:00:00 AM"
"University City","MO","Waterman","7131","63130","90","0","Full","2.00","80","St Louis","Central-Electric","80","Conventional","1","Gas","GSTL","352500.00","","Private","336000.00","10/31/2011 12:00:00 AM","336000.00","Cash, Conventional","Sold","11/1/2011 12:00:00 AM","3.00","8/8/2011 12:00:00 AM"
"University City","MO","Gannon","7432","63130","76","0","Partially Finished, Rec/Family Area, Walk-Out","3.00","35","St Louis","Central-Electric","35","Conventional","2","Gas","GSTL","349900.00","","Private","343500.00","6/8/2012 12:00:00 AM","343500.00","Cash, Conventional, FHA","Sold","6/12/2012 9:30:03 AM","3.00","2/13/2012 12:00:00 AM"
"University City","MO","Princeton","7147","63130","84","300","Full, Walk-Out","3.00","217","St Louis","Central-Electric","123","Conventional","0","Gas","GSTL","358900.00","","Private","351500.00","1/20/2012 12:00:00 AM","351500.00","Cash, Conventional, RRM/ARM","Sold","1/24/2012 1:03:18 PM","4.00","9/16/2011 12:00:00 AM"
"University City","MO","Princeton","7354","63130","81","325","Partially Finished, Rec/Family Area","3.00","27","St Louis","Central-Electric","27","Other","1","Gas","GSTL","374000.00","","Private","353000.00","7/27/2011 12:00:00 AM","353000.00","Cash, Conventional","Sold","7/28/2011 12:00:00 AM","3.00","6/1/2011 12:00:00 AM"
"University City","MO","Cornell","7357","63130","75","350","Full, Partially Finished, Walk-Out","3.00","37","St Louis","Ceiling Fan, Central-Electric","37","Conventional","2","Gas","GSTL","370000.00","","Private","355000.00","10/14/2011 12:00:00 AM","355000.00","Cash, Conventional","Sold","10/24/2011 12:00:00 AM","3.00","7/11/2011 12:00:00 AM"
"University City","MO","Stratford","7466","63130","85","50","Full, Sump Pit/Pump, Stone/Rock, Storage/Locker","2.00","31","St Louis","Central-Electric","31","Other","2","Gas","GSTL","372000.00","","Private","357000.00","7/25/2011 12:00:00 AM","357000.00","Cash, Conventional","Sold","7/28/2011 12:00:00 AM","3.00","3/31/2011 12:00:00 AM"
