"85","19","4/12/2011 12:00:00 AM","9000.00","6/6/2011 12:00:00 AM","10500.00","5/2/2011 12:00:00 AM","Sold","Bank"
"71","20","8/30/2011 12:00:00 AM","7500.00","10/13/2011 12:00:00 AM","10626.00","9/19/2011 12:00:00 AM","Sold","Government"
"91","78","2/1/2011 12:00:00 AM","10800.00","6/14/2011 12:00:00 AM","10800.00","4/20/2011 12:00:00 AM","Sold","Government"
"77","33","12/9/2011 12:00:00 AM","10900.00","1/20/2012 12:00:00 AM","10900.00","1/11/2012 12:00:00 AM","Sold","Private"
"71","5","2/28/2012 12:00:00 AM","14900.00","3/23/2012 12:00:00 AM","10900.00","3/5/2012 12:00:00 AM","Sold","Government"
"69","38","4/16/2011 12:00:00 AM","13000.00","8/10/2011 12:00:00 AM","11000.00","5/24/2011 12:00:00 AM","Sold","Government"
"69","13","8/5/2011 12:00:00 AM","11000.00","10/11/2011 12:00:00 AM","11000.00","8/18/2011 12:00:00 AM","Sold","Government"
"62","15","8/7/2011 12:00:00 AM","11000.00","12/9/2011 12:00:00 AM","11000.00","10/21/2011 12:00:00 AM","Sold","Government"
"43","35","9/19/2011 12:00:00 AM","14900.00","11/22/2011 12:00:00 AM","11000.00","10/25/2011 12:00:00 AM","Sold","Government"
"70","36","11/28/2011 12:00:00 AM","9000.00","2/8/2012 12:00:00 AM","11000.00","1/3/2012 12:00:00 AM","Sold","Government"
"72","15","3/21/2012 12:00:00 AM","11000.00","4/16/2012 12:00:00 AM","11000.00","4/5/2012 12:00:00 AM","Sold","Private"
"1952","18","5/16/2011 12:00:00 AM","10000.00","6/30/2011 12:00:00 AM","11001.00","6/3/2011 12:00:00 AM","Sold","Bank"
"62","5","9/30/2011 12:00:00 AM","18500.00","10/21/2011 12:00:00 AM","11500.00","10/5/2011 12:00:00 AM","Sold","Government"
"83","58","11/23/2011 12:00:00 AM","14900.00","2/20/2012 12:00:00 AM","11500.00","1/20/2012 12:00:00 AM","Sold","Bank"
"65","92","1/30/2012 12:00:00 AM","10000.00","4/20/2012 12:00:00 AM","11500.00","2/21/2012 12:00:00 AM","Sold","Government"
"55","55","10/17/2011 12:00:00 AM","11700.00","1/9/2012 12:00:00 AM","11700.00","12/12/2011 12:00:00 AM","Sold","Government"
"72","41","12/13/2011 12:00:00 AM","11900.00","2/24/2012 12:00:00 AM","11900.00","2/15/2012 12:00:00 AM","Sold","Private"
"65","13","4/14/2011 12:00:00 AM","12000.00","6/7/2011 12:00:00 AM","12000.00","4/27/2011 12:00:00 AM","Sold","Bank"
"71","23","7/6/2011 12:00:00 AM","13000.00","8/10/2011 12:00:00 AM","12000.00","7/29/2011 12:00:00 AM","Sold","Bank"
"63","118","8/9/2011 12:00:00 AM","15000.00","12/13/2011 12:00:00 AM","12000.00","12/6/2011 12:00:00 AM","Sold","Bank"
"55","76","8/11/2011 12:00:00 AM","15000.00","10/26/2011 12:00:00 AM","12000.00","10/26/2011 12:00:00 AM","Sold","Government"
"64","14","9/22/2011 12:00:00 AM","9900.00","10/25/2011 12:00:00 AM","12000.00","10/6/2011 12:00:00 AM","Sold","Bank"
"73","18","1/23/2012 12:00:00 AM","12500.00","2/28/2012 12:00:00 AM","12000.00","2/10/2012 12:00:00 AM","Sold","Government"
"49","25","10/28/2011 12:00:00 AM","11000.00","11/22/2011 12:00:00 AM","12351.00","11/22/2011 12:00:00 AM","Sold","Government"
"99","19","12/8/2011 12:00:00 AM","12475.00","1/10/2012 12:00:00 AM","12475.00","12/27/2011 12:00:00 AM","Sold","Private"
"69","33","10/26/2011 12:00:00 AM","15900.00","2/3/2012 12:00:00 AM","12500.00","11/30/2011 12:00:00 AM","Sold","Bank"
"64","108","10/24/2011 12:00:00 AM","12500.00","3/15/2012 12:00:00 AM","12601.00","2/10/2012 12:00:00 AM","Sold","Private"
"72","13","5/14/2011 12:00:00 AM","16500.00","6/15/2011 12:00:00 AM","13000.00","5/27/2011 12:00:00 AM","Sold","Private"
"72","39","5/19/2011 12:00:00 AM","19000.00","7/7/2011 12:00:00 AM","13000.00","6/28/2011 12:00:00 AM","Sold","Private"
